entity_type,entity_id,canonical,surface,normalized,language,variant,source,catalog_count,active,ambiguity_count,metadata_json
brand,лига диванов,лига диванов,лига диван,лига диван,ru,alias,catalog+manual_aliases,875,true,1,{}
brand,лига диванов,лига диванов,лига диванов,лига диван,ru,canonical,catalog+manual_aliases,875,true,1,{}
brand,loft it,loft it,loft it,loft it,en,canonical,catalog+manual_aliases,870,true,1,{}
brand,hatber,hatber,hatber,hatber,en,canonical,catalog+manual_aliases,862,true,1,{}
brand,biber,biber,biber,biber,en,canonical,catalog+manual_aliases,845,true,1,{}
brand,артхолдинг,артхолдинг,артхолдинг,артхолдинг,ru,canonical,catalog+manual_aliases,841,true,1,{}
brand,orange,orange,orange,orange,en,canonical,catalog+manual_aliases,831,true,1,{}
brand,dobrin,dobrin,dobrin,dobrin,en,canonical,catalog+manual_aliases,820,true,1,{}
brand,ceramicanova,ceramicanova,ceramicanova,ceramicanova,en,canonical,catalog+manual_aliases,818,true,1,{}
brand,caso,caso,caso,caso,en,canonical,catalog+manual_aliases,804,true,1,{}
brand,moderli,moderli,moderli,moderli,en,canonical,catalog+manual_aliases,779,true,1,{}
brand,patriot,patriot,patriot,patriot,en,canonical,catalog+manual_aliases,770,true,1,{}
brand,korting,korting,korting,korting,en,canonical,catalog+manual_aliases,769,true,1,{}
brand,haiba,haiba,haiba,haiba,en,canonical,catalog+manual_aliases,768,true,1,{}
brand,sancos,sancos,sancos,sancos,en,canonical,catalog+manual_aliases,764,true,1,{}
brand,honor,honor,honor,honor,en,canonical,catalog+manual_aliases,741,true,1,{}
brand,honor,honor,хонор,хонор,ru,alias,catalog+manual_aliases,741,true,1,{}
brand,tefal,tefal,tefal,tefal,en,canonical,catalog+manual_aliases,738,true,1,{}
brand,tefal,tefal,тефаль,тефаль,ru,alias,catalog+manual_aliases,738,true,1,{}
brand,gefest,gefest,gefest,gefest,en,canonical,catalog+manual_aliases,711,true,1,{}
brand,феникс,феникс,феникс,феникс,ru,canonical,catalog+manual_aliases,711,true,1,{}
brand,carwel,carwel,carwel,carwel,en,canonical,catalog+manual_aliases,695,true,1,{}
brand,fissman,fissman,fissman,fissman,en,canonical,catalog+manual_aliases,692,true,1,{}
brand,ridder,ridder,ridder,ridder,en,canonical,catalog+manual_aliases,687,true,1,{}
brand,krona,krona,krona,krona,en,canonical,catalog+manual_aliases,674,true,1,{}
brand,easyprint,easyprint,easyprint,easyprint,en,canonical,catalog+manual_aliases,660,true,1,{}
brand,ресанта,ресанта,ресанта,ресанта,ru,canonical,catalog+manual_aliases,659,true,1,{}
brand,fashun,fashun,fashun,fashun,en,canonical,catalog+manual_aliases,655,true,1,{}
brand,d lin,d lin,d lin,d lin,en,canonical,catalog+manual_aliases,654,true,1,{}
brand,leather co.,leather co.,leather co.,leather co.,en,canonical,catalog+manual_aliases,652,true,1,{}
brand,swfs,swfs,swfs,swfs,en,canonical,catalog+manual_aliases,651,true,1,{}
brand,laima,laima,laima,laima,en,canonical,catalog+manual_aliases,643,true,1,{}
brand,bandrate smart,bandrate smart,bandrate smart,bandrate smart,en,canonical,catalog+manual_aliases,638,true,1,{}
brand,gappo,gappo,gappo,gappo,en,canonical,catalog+manual_aliases,636,true,1,{}
brand,hyundai,hyundai,hyundai,hyundai,en,canonical,catalog+manual_aliases,624,true,1,{}
brand,r sauna,r sauna,r sauna,r sauna,en,canonical,catalog+manual_aliases,622,true,1,{}
brand,lg,lg,lg,lg,en,canonical,catalog+manual_aliases,621,true,1,{}
brand,lg,lg,лджи,лджи,ru,alias,catalog+manual_aliases,621,true,1,{}
brand,lg,lg,элджи,элджи,ru,alias,catalog+manual_aliases,621,true,1,{}
brand,hard comp,hard comp,hard comp,hard comp,en,canonical,catalog+manual_aliases,618,true,1,{}
brand,neon night,neon night,neon night,neon night,en,canonical,catalog+manual_aliases,613,true,1,{}
brand,camelion,camelion,camelion,camelion,en,canonical,catalog+manual_aliases,611,true,1,{}
brand,casio,casio,casio,casio,en,canonical,catalog+manual_aliases,610,true,1,{}
brand,fubag,fubag,fubag,fubag,en,canonical,catalog+manual_aliases,610,true,1,{}
brand,interstep,interstep,interstep,interstep,en,canonical,catalog+manual_aliases,591,true,1,{}
brand,deppa,deppa,deppa,deppa,en,canonical,catalog+manual_aliases,590,true,1,{}
brand,hisense,hisense,hisense,hisense,en,canonical,catalog+manual_aliases,590,true,1,{}
brand,hisense,hisense,хайсенс,хайсенс,ru,alias,catalog+manual_aliases,590,true,1,{}
brand,kuppersberg,kuppersberg,kuppersberg,kuppersberg,en,canonical,catalog+manual_aliases,588,true,1,{}
brand,hp,hp,hp,hp,en,canonical,catalog+manual_aliases,587,true,1,{}
brand,hp,hp,хп,хп,ru,alias,catalog+manual_aliases,587,true,1,{}
brand,hp,hp,эйчпи,эйчпи,ru,alias,catalog+manual_aliases,587,true,1,{}
brand,azario,azario,azario,azario,en,canonical,catalog+manual_aliases,585,true,1,{}
brand,redmond,redmond,redmond,redmond,en,canonical,catalog+manual_aliases,584,true,1,{}
brand,redmond,redmond,редмонд,редмонд,ru,alias,catalog+manual_aliases,584,true,1,{}
brand,unipump,unipump,unipump,unipump,en,canonical,catalog+manual_aliases,583,true,1,{}
brand,brigfut,brigfut,brigfut,brigfut,en,canonical,catalog+manual_aliases,581,true,1,{}
brand,bbk,bbk,bbk,bbk,en,canonical,catalog+manual_aliases,579,true,1,{}
brand,mfmaster,mfmaster,mfmaster,mfmaster,en,canonical,catalog+manual_aliases,578,true,1,{}
brand,electrolux,electrolux,electrolux,electrolux,en,canonical,catalog+manual_aliases,576,true,1,{}
brand,electrolux,electrolux,электролюкс,электролюкс,ru,alias,catalog+manual_aliases,576,true,1,{}
brand,acer,acer,acer,acer,en,canonical,catalog+manual_aliases,573,true,1,{}
brand,acer,acer,асер,асер,ru,alias,catalog+manual_aliases,573,true,1,{}
brand,acer,acer,эйсер,эйсер,ru,alias,catalog+manual_aliases,573,true,1,{}
brand,king tony,king tony,king tony,king tony,en,canonical,catalog+manual_aliases,571,true,1,{}
brand,schott robax,schott robax,schott robax,schott robax,en,canonical,catalog+manual_aliases,567,true,1,{}
brand,defesto,defesto,defesto,defesto,en,canonical,catalog+manual_aliases,565,true,1,{}
brand,kuppersbusch,kuppersbusch,kuppersbusch,kuppersbusch,en,canonical,catalog+manual_aliases,565,true,1,{}
brand,lumion,lumion,lumion,lumion,en,canonical,catalog+manual_aliases,560,true,1,{}
brand,rein,rein,rein,rein,en,canonical,catalog+manual_aliases,557,true,1,{}
brand,bq,bq,bq,bq,en,canonical,catalog+manual_aliases,553,true,1,{}
brand,belz,belz,belz,belz,en,canonical,catalog+manual_aliases,550,true,1,{}
brand,m group,m group,m group,m group,en,canonical,catalog+manual_aliases,550,true,1,{}
brand,telwel,telwel,telwel,telwel,en,canonical,catalog+manual_aliases,537,true,1,{}
brand,pirelli,pirelli,pirelli,pirelli,en,canonical,catalog+manual_aliases,535,true,1,{}
brand,вихрь,вихрь,вихрь,вихрь,ru,canonical,catalog+manual_aliases,529,true,1,{}
brand,ecotex,ecotex,ecotex,ecotex,en,canonical,catalog+manual_aliases,528,true,1,{}
brand,elrington,elrington,elrington,elrington,en,canonical,catalog+manual_aliases,528,true,1,{}
brand,timo,timo,timo,timo,en,canonical,catalog+manual_aliases,517,true,1,{}
brand,melamori,melamori,melamori,melamori,en,canonical,catalog+manual_aliases,514,true,1,{}
brand,clever,clever,clever,clever,en,canonical,catalog+manual_aliases,513,true,1,{}
brand,realme,realme,realme,realme,en,canonical,catalog+manual_aliases,510,true,1,{}
brand,realme,realme,реалми,реалми,ru,alias,catalog+manual_aliases,510,true,1,{}
brand,realme,realme,рилми,рилми,ru,alias,catalog+manual_aliases,510,true,1,{}
brand,totem liners,totem liners,totem liners,totem liners,en,canonical,catalog+manual_aliases,510,true,1,{}
brand,wisent,wisent,wisent,wisent,en,canonical,catalog+manual_aliases,505,true,1,{}
brand,луч,луч,луч,луч,ru,canonical,catalog+manual_aliases,504,true,1,{}
brand,savol,savol,savol,savol,en,canonical,catalog+manual_aliases,503,true,1,{}
brand,arti lampadari,arti lampadari,arti lampadari,arti lampadari,en,canonical,catalog+manual_aliases,497,true,1,{}
brand,smeg,smeg,smeg,smeg,en,canonical,catalog+manual_aliases,497,true,1,{}
brand,lex,lex,lex,lex,en,canonical,catalog+manual_aliases,496,true,1,{}
brand,midea,midea,midea,midea,en,canonical,catalog+manual_aliases,490,true,1,{}
brand,keephone,keephone,keephone,keephone,en,canonical,catalog+manual_aliases,489,true,1,{}
brand,автоброня,автоброня,автоброня,автоброня,ru,canonical,catalog+manual_aliases,487,true,1,{}
brand,mebelroom,mebelroom,mebelroom,mebelroom,en,canonical,catalog+manual_aliases,483,true,1,{}
brand,tesler,tesler,tesler,tesler,en,canonical,catalog+manual_aliases,483,true,1,{}
brand,dorn,dorn,dorn,dorn,en,canonical,catalog+manual_aliases,482,true,1,{}
brand,биг комп,биг комп,биг комп,биг комп,ru,canonical,catalog+manual_aliases,476,true,1,{}
brand,simfer,simfer,simfer,simfer,en,canonical,catalog+manual_aliases,474,true,1,{}
brand,staff,staff,staff,staff,en,canonical,catalog+manual_aliases,469,true,1,{}
brand,tenet,tenet,tenet,tenet,en,canonical,catalog+manual_aliases,467,true,1,{}
brand,divan.ru,divan.ru,divan.ru,divan.ru,en,canonical,catalog+manual_aliases,465,true,1,{}
brand,perfeo,perfeo,perfeo,perfeo,en,canonical,catalog+manual_aliases,463,true,1,{}
brand,candy,candy,candy,candy,en,canonical,catalog+manual_aliases,462,true,1,{}
brand,candy,candy,канди,канди,ru,alias,catalog+manual_aliases,462,true,1,{}
brand,braun,braun,braun,braun,en,canonical,catalog+manual_aliases,461,true,1,{}
brand,aquame,aquame,aquame,aquame,en,canonical,catalog+manual_aliases,460,true,1,{}
brand,novotech,novotech,novotech,novotech,en,canonical,catalog+manual_aliases,454,true,1,{}
brand,elikor,elikor,elikor,elikor,en,canonical,catalog+manual_aliases,452,true,1,{}
brand,lyambda,lyambda,lyambda,lyambda,en,canonical,catalog+manual_aliases,452,true,1,{}
brand,brabix,brabix,brabix,brabix,en,canonical,catalog+manual_aliases,451,true,1,{}
brand,bradex,bradex,bradex,bradex,en,canonical,catalog+manual_aliases,451,true,1,{}
brand,rombica,rombica,rombica,rombica,en,canonical,catalog+manual_aliases,451,true,1,{}
brand,vetona,vetona,vetona,vetona,en,canonical,catalog+manual_aliases,451,true,1,{}
brand,gigabyte,gigabyte,gigabyte,gigabyte,en,canonical,catalog+manual_aliases,449,true,1,{}
brand,splenka,splenka,splenka,splenka,en,canonical,catalog+manual_aliases,449,true,1,{}
brand,гуд лакк,гуд лакк,гуд лакк,гуд лакк,ru,canonical,catalog+manual_aliases,444,true,1,{}
brand,granfest,granfest,granfest,granfest,en,canonical,catalog+manual_aliases,443,true,1,{}
brand,levenhuk,levenhuk,levenhuk,levenhuk,en,canonical,catalog+manual_aliases,443,true,1,{}
brand,артпостель,артпостель,артпостель,артпостель,ru,canonical,catalog+manual_aliases,443,true,1,{}
brand,meferi,meferi,meferi,meferi,en,canonical,catalog+manual_aliases,437,true,1,{}
brand,bronze de luxe,bronze de luxe,bronze de luxe,bronze de luxe,en,canonical,catalog+manual_aliases,436,true,1,{}
brand,mutural,mutural,mutural,mutural,en,canonical,catalog+manual_aliases,435,true,1,{}
brand,san d,san d,san d,san d,en,canonical,catalog+manual_aliases,434,true,1,{}
brand,avp автопартнер,avp автопартнер,avp автопартнер,avp автопартнер,mixed,canonical,catalog+manual_aliases,431,true,1,{}
brand,terminus,terminus,terminus,terminus,en,canonical,catalog+manual_aliases,426,true,1,{}
brand,logitech,logitech,logitech,logitech,en,canonical,catalog+manual_aliases,420,true,1,{}
brand,logitech,logitech,лоджитек,лоджитек,ru,alias,catalog+manual_aliases,420,true,1,{}
brand,harper,harper,harper,harper,en,canonical,catalog+manual_aliases,419,true,1,{}
brand,lenovo,lenovo,lenovo,lenovo,en,canonical,catalog+manual_aliases,419,true,1,{}
brand,lenovo,lenovo,леново,леново,ru,alias,catalog+manual_aliases,419,true,1,{}
brand,g.race,g.race,g.race,g.race,en,canonical,catalog+manual_aliases,411,true,1,{}
brand,gupan,gupan,gupan,gupan,en,canonical,catalog+manual_aliases,410,true,1,{}
brand,vitek,vitek,vitek,vitek,en,canonical,catalog+manual_aliases,410,true,1,{}
brand,tfn,tfn,tfn,tfn,en,canonical,catalog+manual_aliases,404,true,1,{}
brand,karcher,karcher,karcher,karcher,en,canonical,catalog+manual_aliases,403,true,1,{}
brand,steba,steba,steba,steba,en,canonical,catalog+manual_aliases,403,true,1,{}
brand,endever,endever,endever,endever,en,canonical,catalog+manual_aliases,402,true,1,{}
brand,ubisoft,ubisoft,ubisoft,ubisoft,en,canonical,catalog+manual_aliases,400,true,1,{}
brand,panasonic,panasonic,panasonic,panasonic,en,canonical,catalog+manual_aliases,398,true,1,{}
brand,panasonic,panasonic,панасоник,панасоник,ru,alias,catalog+manual_aliases,398,true,1,{}
brand,ifree,ifree,ifree,ifree,en,canonical,catalog+manual_aliases,397,true,1,{}
brand,galaxy line,galaxy line,galaxy line,galaxy line,en,canonical,catalog+manual_aliases,396,true,1,{}
brand,beko,beko,beko,beko,en,canonical,catalog+manual_aliases,395,true,1,{}
brand,beko,beko,беко,беко,ru,alias,catalog+manual_aliases,395,true,1,{}
brand,vizant,vizant,vizant,vizant,en,canonical,catalog+manual_aliases,395,true,1,{}
brand,goodking,goodking,goodking,goodking,en,canonical,catalog+manual_aliases,394,true,1,{}
brand,ovation,ovation,ovation,ovation,en,canonical,catalog+manual_aliases,394,true,1,{}
brand,onika,onika,onika,onika,en,canonical,catalog+manual_aliases,393,true,1,{}
brand,paradox interactive,paradox interactive,paradox interactive,paradox interactive,en,canonical,catalog+manual_aliases,392,true,1,{}
brand,юнландия,юнландия,юнландия,юнландия,ru,canonical,catalog+manual_aliases,391,true,1,{}
brand,dyson,dyson,dyson,dyson,en,canonical,catalog+manual_aliases,390,true,1,{}
brand,dyson,dyson,дайсон,дайсон,ru,alias,catalog+manual_aliases,390,true,1,{}
brand,tecno,tecno,tecno,tecno,en,canonical,catalog+manual_aliases,390,true,1,{}
brand,canon,canon,canon,canon,en,canonical,catalog+manual_aliases,388,true,1,{}
brand,kumho,kumho,kumho,kumho,en,canonical,catalog+manual_aliases,388,true,1,{}
brand,redverg,redverg,redverg,redverg,en,canonical,catalog+manual_aliases,385,true,1,{}
brand,knipex,knipex,knipex,knipex,en,canonical,catalog+manual_aliases,384,true,1,{}
brand,graude,graude,graude,graude,en,canonical,catalog+manual_aliases,382,true,1,{}
brand,sonnen,sonnen,sonnen,sonnen,en,canonical,catalog+manual_aliases,382,true,1,{}
brand,gauss,gauss,gauss,gauss,en,canonical,catalog+manual_aliases,381,true,1,{}
brand,kwik,kwik,kwik,kwik,en,canonical,catalog+manual_aliases,379,true,1,{}
brand,rondell,rondell,rondell,rondell,en,canonical,catalog+manual_aliases,379,true,1,{}
brand,denzel,denzel,denzel,denzel,en,canonical,catalog+manual_aliases,376,true,1,{}
brand,kingston,kingston,kingston,kingston,en,canonical,catalog+manual_aliases,376,true,1,{}
brand,kromax,kromax,kromax,kromax,en,canonical,catalog+manual_aliases,376,true,1,{}
brand,яндекс,яндекс,яндекс,яндекс,ru,canonical,catalog+manual_aliases,375,true,1,{}
brand,digma,digma,digma,digma,en,canonical,catalog+manual_aliases,373,true,1,{}
brand,thorvik,thorvik,thorvik,thorvik,en,canonical,catalog+manual_aliases,373,true,1,{}
brand,regent inox,regent inox,regent inox,regent inox,en,canonical,catalog+manual_aliases,371,true,1,{}
brand,dreame,dreame,dreame,dreame,en,canonical,catalog+manual_aliases,369,true,1,{}
brand,iddis,iddis,iddis,iddis,en,canonical,catalog+manual_aliases,369,true,1,{}
brand,autoprofi,autoprofi,autoprofi,autoprofi,en,canonical,catalog+manual_aliases,368,true,1,{}
brand,florentina,florentina,florentina,florentina,en,canonical,catalog+manual_aliases,366,true,1,{}
brand,hankook,hankook,hankook,hankook,en,canonical,catalog+manual_aliases,366,true,1,{}
brand,ami,ami,ami,ami,en,canonical,catalog+manual_aliases,365,true,1,{}
brand,huter,huter,huter,huter,en,canonical,catalog+manual_aliases,358,true,1,{}
brand,michelin,michelin,michelin,michelin,en,canonical,catalog+manual_aliases,358,true,1,{}
brand,velante,velante,velante,velante,en,canonical,catalog+manual_aliases,356,true,1,{}
brand,frosch,frosch,frosch,frosch,en,canonical,catalog+manual_aliases,355,true,1,{}
brand,rgk,rgk,rgk,rgk,en,canonical,catalog+manual_aliases,354,true,1,{}
brand,эра,эра,эра,эра,ru,canonical,catalog+manual_aliases,354,true,1,{}
brand,giorgio armani,giorgio armani,giorgio armani,giorgio armani,en,canonical,catalog+manual_aliases,353,true,1,{}
brand,good door bas group,good door bas group,good door bas group,good door bas group,en,canonical,catalog+manual_aliases,353,true,1,{}
brand,gid,gid,gid,gid,en,canonical,catalog+manual_aliases,350,true,1,{}
brand,poco,poco,poco,poco,en,canonical,catalog+manual_aliases,349,true,1,{}
brand,polaris,polaris,polaris,polaris,en,canonical,catalog+manual_aliases,348,true,1,{}
brand,verdo,verdo,verdo,verdo,en,canonical,catalog+manual_aliases,347,true,1,{}
brand,cityhd,cityhd,cityhd,cityhd,en,canonical,catalog+manual_aliases,346,true,1,{}
brand,lattafa,lattafa,lattafa,lattafa,en,canonical,catalog+manual_aliases,344,true,1,{}
brand,hi,hi,hi,hi,en,canonical,catalog+manual_aliases,342,true,1,{}
brand,bandai namco,bandai namco,bandai namco,bandai namco,en,canonical,catalog+manual_aliases,338,true,1,{}
brand,garlyn,garlyn,garlyn,garlyn,en,canonical,catalog+manual_aliases,338,true,1,{}
brand,kitchen craft,kitchen craft,kitchen craft,kitchen craft,en,canonical,catalog+manual_aliases,338,true,1,{}
brand,pantum,pantum,pantum,pantum,en,canonical,catalog+manual_aliases,338,true,1,{}
brand,schaub lorenz,schaub lorenz,schaub lorenz,schaub lorenz,en,canonical,catalog+manual_aliases,337,true,1,{}
brand,x trike,x trike,x trike,x trike,en,canonical,catalog+manual_aliases,337,true,1,{}
brand,beka,beka,beka,beka,en,canonical,catalog+manual_aliases,336,true,1,{}
brand,alteco,alteco,alteco,alteco,en,canonical,catalog+manual_aliases,334,true,1,{}
brand,azen,azen,azen,azen,en,canonical,catalog+manual_aliases,334,true,1,{}
brand,hiberg,hiberg,hiberg,hiberg,en,canonical,catalog+manual_aliases,332,true,1,{}
brand,schneider electric,schneider electric,schneider electric,schneider electric,en,canonical,catalog+manual_aliases,332,true,1,{}
